"gene","gene_symbol","character_major","character_minor","chromosome","start","end","locus_id","browse","isolation","objective","doi"
"Oryza sativa homeobox 1","OSH1","Morphological trait","Culm leaf","3","30358195","30367713","Os03g0727000","-","Overexpression","Shoot organization. Leaf blade formation.","10.1006/dbio.2000.9624"
"Oryza sativa homeobox 1","OSH1","Morphological trait","Shoot seedling","3","30358195","30367713","Os03g0727000","-","Overexpression","Shoot organization. Leaf blade formation.","10.1006/dbio.2000.9624"
"basic helix-loop-helix domain148","OsbHLH148","Resistance or Tolerance","Drought tolerance","3","31170066","31172297","Os03g0741100","-","Overexpression","Drought tolerance.","10.1111/j.1365-313X.2010.04477.x"
"Oryza sativa homeobox 43","OSH43","Morphological trait","Culm leaf","3","32815278","32820957","Os03g0771500","-","Overexpression","Ligule formation.","10.1006/dbio.2000.9624"
"isopentenyltransferase4","OsIPT4","Morphological trait","Culm leaf","3","34756559","34758229","Os03g0810100","-","Overexpression","Tiller growth. Root development. Cytokinin biosynthesis.","10.1104/pp.106.085811"
"isopentenyltransferase4","OsIPT4","Morphological trait","Root","3","34756559","34758229","Os03g0810100","-","Overexpression","Tiller growth. Root development. Cytokinin biosynthesis.","10.1104/pp.106.085811"
"STRESS-RESPONSIVE NAC 1","SNAC1","Resistance or Tolerance","Drought tolerance","3","35016833","35018254","Os03g0815100","-","Overexpression","Drought and salinity tolerance. Stomatal control.","10.1073/pnas.0604882103"
"STRESS-RESPONSIVE NAC 1","SNAC1","Resistance or Tolerance","Salinity tolerance","3","35016833","35018254","Os03g0815100","-","Overexpression","Drought and salinity tolerance. Stomatal control.","10.1073/pnas.0604882103"
"SPL11-interacting protein1","SPIN1","Physiological trait","Flowering","3","35037170","35041470","Os03g0815700","-","Overexpression","Flowering time independent of day length.","10.1105/tpc.108.058610"
"C2H2-type zinc finger protein182","ZFP182","Resistance or Tolerance","Salinity tolerance","3","35274913","35275763","Os03g0820300","-","Overexpression","Salinity tolerance.","10.1016/j.bbaexp.2007.02.006"
"Anthranilate synthase alpha 1","OASA1D","Physiological trait","Eating quality","3","35566254","35571805","Os03g0826500","-","Overexpression","Trp level in grain. Fertility. Germination ability.","10.1093/jxb/erl068"
"Anthranilate synthase alpha 1","OASA1D","Physiological trait","Germination dormancy","3","35566254","35571805","Os03g0826500","-","Overexpression","Trp level in grain. Fertility. Germination ability.","10.1093/jxb/erl068"
"Anthranilate synthase alpha 1","OASA1D","Physiological trait","Sterility","3","35566254","35571805","Os03g0826500","-","Overexpression","Trp level in grain. Fertility. Germination ability.","10.1093/jxb/erl068"
"-","RSp29","Others","Others","4","1107735","1112143","Os04g0118900","-","Overexpression","Pre-mRNA splicing.","10.1105/tpc.105.037069"
"RESPONSE REGULATOR1","OsRR1","Morphological trait","Root","4","22046053","22049901","Os04g0442300","-","Overexpression","Crown root development.","10.1111/j.1365-313X.2011.04610.x"
"somatic embryogenesis receptor-like kinase 1","OsSERK1","Resistance or Tolerance","Blast resistance","4","23265887","23271042","Os04g0457800","-","Overexpression","Resistance to Magnaporthe grisea.","10.1007/s00425-005-1534-4"
"oxidative signal inducible 1","OsOxi1","Resistance or Tolerance","Bacterial blight resistance","4","24814867","24816961","Os04g0488700","-","Overexpression","Resistance to Magnaporthe oryzae and Xanthomonas oryzae pv oryzae. Reactive oxygen species sensitivity.","10.1093/pcp/pcq132"
"oxidative signal inducible 1","OsOxi1","Resistance or Tolerance","Blast resistance","4","24814867","24816961","Os04g0488700","-","Overexpression","Resistance to Magnaporthe oryzae and Xanthomonas oryzae pv oryzae. Reactive oxygen species sensitivity.","10.1093/pcp/pcq132"
"oxidative signal inducible 1","OsOxi1","Resistance or Tolerance","Other stress resistance","4","24814867","24816961","Os04g0488700","-","Overexpression","Resistance to Magnaporthe oryzae and Xanthomonas oryzae pv oryzae. Reactive oxygen species sensitivity.","10.1093/pcp/pcq132"
"RING domain-containing protein1","OsRDCP1","Resistance or Tolerance","Drought tolerance","4","26931174","26934512","Os04g0530500","-","Overexpression","Drought tolerance.","10.1016/j.plantsci.2011.02.008"
"Dehydration-Responsive Element Binding transcription factor1E","OsDREB1E","Resistance or Tolerance","Drought tolerance","4","29219354","29220013","Os04g0572400","-","Overexpression","Drought tolerance.","10.1007/s10529-008-9811-5"
"calcium-dependent protein kinase 7","OsCDPK7","Resistance or Tolerance","Drought tolerance","4","29929794","29934249","Os04g0584600","-","Overexpression","Drought and salinity tolerance.","10.1046/j.1365-313x.2000.00787.x"
"calcium-dependent protein kinase 7","OsCDPK7","Resistance or Tolerance","Salinity tolerance","4","29929794","29934249","Os04g0584600","-","Overexpression","Drought and salinity tolerance.","10.1046/j.1365-313x.2000.00787.x"
"-","OsAP2-39","Resistance or Tolerance","Drought tolerance","4","31337819","31338487","Os04g0610400","-","Overexpression","Drought tolerance. Regulation of ethylene biosynthesis.","10.1371/journal.pone.0025216"
"APETALA 2 domain 39","OsAP2-39","Resistance or Tolerance","Drought tolerance","4","31337819","31338487","Os04g0610400","-","Overexpression","Dwarfism. Fertility. Drought tolerance.","10.1371/journal.pgen.1001098"
"APETALA 2 domain 39","OsAP2-39","Morphological trait","Dwarf","4","31337819","31338487","Os04g0610400","-","Overexpression","Dwarfism. Fertility. Drought tolerance.","10.1371/journal.pgen.1001098"
"APETALA 2 domain 39","OsAP2-39","Physiological trait","Sterility","4","31337819","31338487","Os04g0610400","-","Overexpression","Dwarfism. Fertility. Drought tolerance.","10.1371/journal.pgen.1001098"
"-","ostgap1","Resistance or Tolerance","Other stress resistance","4","32801894","32810598","Os04g0637000","-","Overexpression","Regulation of production of phytoalexins and allelochemicals.","10.1074/jbc.M109.036871"
"glutamine synthetase2","GS2","Resistance or Tolerance","Salinity tolerance","4","34022957","34029554","Os04g0659100","-","Overexpression","Salinity tolerance. Photorespiration capacity.","10.1023/A:1006408712416"
"glutamine synthetase2","GS2","Physiological trait","Source activity","4","34022957","34029554","Os04g0659100","-","Overexpression","Salinity tolerance. Photorespiration capacity.","10.1023/A:1006408712416"
"Response regulator6","OsRR6","Morphological trait","Dwarf","4","34775847","34777074","Os04g0673300","-","Overexpression","Dwarfism. Root development. Cytokinin metabolism.","10.1093/pcp/pcm022"
"Response regulator6","OsRR6","Morphological trait","Root","4","34775847","34777074","Os04g0673300","-","Overexpression","Dwarfism. Root development. Cytokinin metabolism.","10.1093/pcp/pcm022"
"osa-MIR393b","osa-MIR393b","Resistance or Tolerance","Other stress resistance","4","35331741","35331872","osa-MIR393b","-","Overexpression","Salinity and alkali stress tolerance.","10.1007/s11033-010-0100-8"
"osa-MIR393b","osa-MIR393b","Resistance or Tolerance","Salinity tolerance","4","35331741","35331872","osa-MIR393b","-","Overexpression","Salinity and alkali stress tolerance.","10.1007/s11033-010-0100-8"
"Oryza sativa homeobox 71","OSH71","Morphological trait","Culm leaf","5","1702497","1708988","Os05g0129700","-","Overexpression","Shoot organization. Leaf morphology.","10.1006/dbio.2000.9624"
"Oryza sativa homeobox 71","OSH71","Morphological trait","Shoot seedling","5","1702497","1708988","Os05g0129700","-","Overexpression","Shoot organization. Leaf morphology.","10.1006/dbio.2000.9624"
"-","OsLti6b","Resistance or Tolerance","Cold tolerance","5","2197155","2198663","Os05g0138300","-","Overexpression","Cold tolerance.","10.1007/s00299-006-0297-0"
"OsPYL/RCAR5","OsPYL/RCAR5","Physiological trait","Germination dormancy","5","7016382","7018795","Os05g0213500","-","Overexpression","Sensitivity to ABA during germination and early seedling stage.","10.1093/jxb/err338"
"OsPYL/RCAR5","OsPYL/RCAR5","Morphological trait","Shoot seedling","5","7016382","7018795","Os05g0213500","-","Overexpression","Sensitivity to ABA during germination and early seedling stage.","10.1093/jxb/err338"
"isopentenyltransferase3","OsIPT3","Morphological trait","Culm leaf","5","14239297","14240322","Os05g0311801","-","Overexpression","Tiller growth. Root development. Cytokinin biosynthesis.","10.1104/pp.106.085811"
"isopentenyltransferase3","OsIPT3","Morphological trait","Root","5","14239297","14240322","Os05g0311801","-","Overexpression","Tiller growth. Root development. Cytokinin biosynthesis.","10.1104/pp.106.085811"
"OsWRKY45","OsWRKY45","Resistance or Tolerance","Blast resistance","5","14969392","14971537","Os05g0322900","-","Overexpression","Benzothiadiazole (BTH)-induced resistance to Magnaporthe grisea.","10.1105/tpc.106.046250"
"OsWRKY53","OsWRKY53","Resistance or Tolerance","Blast resistance","5","16128079","16130446","Os05g0343400","-","Overexpression","Resistance to Magnaporthe grisea.","10.1016/j.bbaexp.2007.04.006"
"Dehydration-Responsive Element Binding transcription factor2B","OsDREB2B","Resistance or Tolerance","Drought tolerance","5","16274887","16278198","Os05g0346200","-","Overexpression","Drought tolerance.","10.1007/s10529-008-9811-5"
"differentially expressed protein gene 1","DEPG1","Resistance or Tolerance","Bacterial blight resistance","5","17519574","17524747","Os05g0365300","-","Overexpression","Resistance to Xanthomonas oryzae pv. oryzicola.","10.1007/s11033-011-1122-6"
"β-glucanase1","Gns1","Resistance or Tolerance","Blast resistance","5","18113041","18117797","Os05g0375400","-","Overexpression","Resistance to Magnaporthe grisea. Lesion mimic.","10.1023/A:1020714426540"
"isoamylase2","OsISA2","Physiological trait","Eating quality","5","19161869","19162800","Os05g0393700","-","Overexpression","Seed starch content.","10.1104/pp.111.173435"
"trehalose-6-phosphate synthase1","OsTPS1","Resistance or Tolerance","Cold tolerance","5","25776127","25783336","Os05g0518600","-","Overexpression","&quot;Cold, drought and salinity tolerance.&quot;","10.1007/s00425-011-1458-0"
"trehalose-6-phosphate synthase1","OsTPS1","Resistance or Tolerance","Drought tolerance","5","25776127","25783336","Os05g0518600","-","Overexpression","&quot;Cold, drought and salinity tolerance.&quot;","10.1007/s00425-011-1458-0"
"trehalose-6-phosphate synthase1","OsTPS1","Resistance or Tolerance","Salinity tolerance","5","25776127","25783336","Os05g0518600","-","Overexpression","&quot;Cold, drought and salinity tolerance.&quot;","10.1007/s00425-011-1458-0"
"Late embryogenesis abundant3-1","OsLEA3-1","Resistance or Tolerance","Drought tolerance","5","26988850","26990125","Os05g0542500","-","Overexpression","Drought tolerance.","10.1007/s00122-007-0538-9"
"isopentenyltransferase7","OsIPT7","Morphological trait","Culm leaf","5","27504608","27506376","Os05g0551700","-","Overexpression","Tiller growth. Root development. Cytokinin biosynthesis.","10.1104/pp.106.085811"
"isopentenyltransferase7","OsIPT7","Morphological trait","Root","5","27504608","27506376","Os05g0551700","-","Overexpression","Tiller growth. Root development. Cytokinin biosynthesis.","10.1104/pp.106.085811"
"Ran GTPase2","OsRAN2","Resistance or Tolerance","Cold tolerance","5","28704072","28706319","Os05g0574500","-","Overexpression","Cell division in cold condition.","10.1111/j.1365-3040.2010.02225.x"
"Ran GTPase2","OsRan2","Resistance or Tolerance","Salinity tolerance","5","28704072","28706319","Os05g0574500","-","Overexpression","Salinity and osmotic stress tolerance. ABA sensitivity.","10.1093/jxb/erp341"
"histone deacetylase 1","OsHDT1","Physiological trait","Flowering","5","29835095","29837905","Os05g0597100","-","Overexpression","Flowering time in hybrid. Chromatin modification.","10.1371/journal.pone.0021789"
"dehydration-responsive element-binding protein 1C","OsDREB1C","Resistance or Tolerance","Cold tolerance","6","1433771","1434534","Os06g0127100","-","Overexpression","&quot;Cold, drought and salinity tolerance.&quot;","10.1093/pcp/pci230"
"dehydration-responsive element-binding protein 1C","OsDREB1C","Resistance or Tolerance","Drought tolerance","6","1433771","1434534","Os06g0127100","-","Overexpression","&quot;Cold, drought and salinity tolerance.&quot;","10.1093/pcp/pci230"
"dehydration-responsive element-binding protein 1C","OsDREB1C","Resistance or Tolerance","Salinity tolerance","6","1433771","1434534","Os06g0127100","-","Overexpression","&quot;Cold, drought and salinity tolerance.&quot;","10.1093/pcp/pci230"
"-","OsENOD93-1","Morphological trait","Dwarf","6","2207763","2208557","Os06g0142350","-","Overexpression","Dry biomass. Amino acid nitrogen content.","10.1111/j.1365-3040.2009.02032.x"
"Pi starvationinduced transcription factor 1","OsPTF1","Resistance or Tolerance","Other soil stress tolerance","6","4708745","4714553","Os06g0193400","-","Overexpression","Phosphate starvation tolerance.","10.1104/pp.105.063115"
"BRASSINOSTEROID UPREGULATED1","bu1","Morphological trait","Culm leaf","6","6555698","6556749","Os06g0226500","-","Overexpression","Leaf angle. Grain size. Brassinosteroid sensitivity.","10.1104/pp.109.140806"
"BRASSINOSTEROID UPREGULATED1","bu1","Morphological trait","Dwarf","6","6555698","6556749","Os06g0226500","-","Overexpression","Leaf angle. Grain size. Brassinosteroid sensitivity.","10.1104/pp.109.140806"
"BRASSINOSTEROID UPREGULATED1","bu1","Morphological trait","Seed","6","6555698","6556749","Os06g0226500","-","Overexpression","Leaf angle. Grain size. Brassinosteroid sensitivity.","10.1104/pp.109.140806"
"rice homeobox gene 1a","HOX1a","Morphological trait","Dwarf","6","6724344","6733393","Os06g0229300","-","Overexpression","Elongation of uppermost internode. Gibberellin sensitivity.","10.1111/j.1744-7909.2011.01075.x"
"Golden2-like 1","OsGLK1","Physiological trait","Source activity","6","14146262","14150304","Os06g0348800","-","Overexpression","Chloroplast development.","10.1093/pcp/pcp138"
"Histone deacetylase1","OsHDAC1","Others","Others","6","23671362","23677224","Os06g0583400","-","Overexpression","Pleiotropic developmental defect. Chromatin modification.","10.1046/j.1365-313X.2003.01650.x"
"cytochrome P450 monooxygenase 734A4","CYP734A4","Morphological trait","Dwarf","6","24581702","24584329","Os06g0600400","-","Overexpression","Brassinosteroid catabolism. Dwarfism. Abnormal leaf morphology.","10.1111/j.1365-313X.2011.04567.x"
"SYG/PHO81/XPR1 domain1","OsSPX1","Resistance or Tolerance","Other soil stress tolerance","6","24752440","24756968","Os06g0603600","-","Overexpression","Phosphate homeostasis.","10.1111/j.1365-313X.2008.03734.x"
"Oryza sativa indica stress Associated protein 1","OsiSAP8","Resistance or Tolerance","Cold tolerance","6","25368996","25371122","Os06g0612800","-","Overexpression","&quot;Cold, drought and salinity tolerance during germination and seedling stage. Drought and salinity tolerance during anthesis stage.&quot;","10.1007/s11103-007-9284-2"
"Oryza sativa indica stress Associated protein 1","OsiSAP8","Resistance or Tolerance","Drought tolerance","6","25368996","25371122","Os06g0612800","-","Overexpression","&quot;Cold, drought and salinity tolerance during germination and seedling stage. Drought and salinity tolerance during anthesis stage.&quot;","10.1007/s11103-007-9284-2"
"Oryza sativa indica stress Associated protein 1","OsiSAP8","Physiological trait","Germination dormancy","6","25368996","25371122","Os06g0612800","-","Overexpression","&quot;Cold, drought and salinity tolerance during germination and seedling stage. Drought and salinity tolerance during anthesis stage.&quot;","10.1007/s11103-007-9284-2"
"Oryza sativa indica stress Associated protein 1","OsiSAP8","Resistance or Tolerance","Salinity tolerance","6","25368996","25371122","Os06g0612800","-","Overexpression","&quot;Cold, drought and salinity tolerance during germination and seedling stage. Drought and salinity tolerance during anthesis stage.&quot;","10.1007/s11103-007-9284-2"
"Oryza sativa indica stress Associated protein 1","OsiSAP8","Morphological trait","Shoot seedling","6","25368996","25371122","Os06g0612800","-","Overexpression","&quot;Cold, drought and salinity tolerance during germination and seedling stage. Drought and salinity tolerance during anthesis stage.&quot;","10.1007/s11103-007-9284-2"
"Vacuolar HD-translocating inorganic pyrophosphatase1","OVP1","Resistance or Tolerance","Cold tolerance","6","27149901","27155667","Os06g0644200","-","Overexpression","Cold tolerance.","10.1016/j.plaphy.2010.09.014"
"OsWRKY28","OsWRKY28","Resistance or Tolerance","Bacterial blight resistance","6","27387009","27388611","Os06g0649000","-","Overexpression","Resistance to Xanthomonas oryzae pv. oryzae.","10.1007/s12284-010-9039-6"
"miRNA156h","OsmiR156h","Morphological trait","Culm leaf","6","27431798","27431962","osa-MIR156h","-","Overexpression","Tillering dwarf. Tiller bud outgrowth.","10.1104/pp.106.084475"
"miRNA156h","OsmiR156h","Morphological trait","Dwarf","6","27431798","27431962","osa-MIR156h","-","Overexpression","Tillering dwarf. Tiller bud outgrowth.","10.1104/pp.106.084475"
"-","YK1","Resistance or Tolerance","Bacterial blight resistance","6","27529859","27536237","Os06g0651100","-","Overexpression","&quot;Resistance to Magnaporthe grise. Salinity, hydrogen peroxide and UV tolerance.&quot;","10.1023/A:1019275218830"
"-","YK1","Resistance or Tolerance","Other stress resistance","6","27529859","27536237","Os06g0651100","-","Overexpression","&quot;Resistance to Magnaporthe grise. Salinity, hydrogen peroxide and UV tolerance.&quot;","10.1023/A:1019275218830"
"-","YK1","Resistance or Tolerance","Salinity tolerance","6","27529859","27536237","Os06g0651100","-","Overexpression","&quot;Resistance to Magnaporthe grise. Salinity, hydrogen peroxide and UV tolerance.&quot;","10.1023/A:1019275218830"
"PIN-FORMED2","OsPIN2","Morphological trait","Culm leaf","6","28077809","28081622","Os06g0660200","-","Overexpression","Dwarfism. Tillering. Tiller angle. Auxin transport.","10.1111/j.1467-7652.2011.00637.x"
"PIN-FORMED2","OsPIN2","Morphological trait","Dwarf","6","28077809","28081622","Os06g0660200","-","Overexpression","Dwarfism. Tillering. Tiller angle. Auxin transport.","10.1111/j.1467-7652.2011.00637.x"
"Oryza sativa homeobox 15","OSH15","Morphological trait","Culm leaf","7","1598215","1604338","Os07g0129700","-","Overexpression","Shoot organization. Leaf morphology.","10.1006/dbio.2000.9624"
"Oryza sativa homeobox 15","OSH15","Morphological trait","Shoot seedling","7","1598215","1604338","Os07g0129700","-","Overexpression","Shoot organization. Leaf morphology.","10.1006/dbio.2000.9624"
"YABBY 1","YAB1","Morphological trait","Dwarf","7","3252075","3261389","Os07g0160100","-","Overexpression","Dwarfism. Regulation of gibberellin level.","10.1104/pp.107.096586"
"NIMA-related kinase 3","OsNek3","Physiological trait","Sterility","7","4081936","4086675","Os07g0176600","-","Overexpression","Cytoplasmic male sterlity.","10.1093/pcp/pcp026"
"natural resistance-associated macrophage protein1","OsNRAMP1","Resistance or Tolerance","Other soil stress tolerance","7","8998182","9003013","Os07g0258400","-","Overexpression","Cadmium uptake and translocation.","10.1093/jxb/err136"
"-","OsPHR2","Resistance or Tolerance","Other soil stress tolerance","7","15413911","15419531","Os07g0438800","-","Overexpression","Response to phosphate starvation.","10.1104/pp.107.111443"
"calreticulin interacting protein 1","CrtintP1","Resistance or Tolerance","Cold tolerance","7","19377339","19385812","Os07g0498800","-","Overexpression","Cold tolerance.","10.1007/s00438-007-0220-6"
"-","GH3-8","Resistance or Tolerance","Bacterial blight resistance","7","21384739","21386227","Os07g0592600","-","Overexpression","Resistance to Xanthomonas oryzae pv. oryzae independent of JA and SA.","10.1105/tpc.107.055657"
"OsMADS18","OsMADS18","Physiological trait","Flowering","7","25448633","25453836","Os07g0605200","-","Overexpression","Flowering time.","10.1104/pp.104.045039"
"Na+/H+ antiporter gene1","OsNHX1","Resistance or Tolerance","Salinity tolerance","7","28824582","28829465","Os07g0666900","-","Overexpression","Salinity tolerance.","10.1093/pcp/pch014"
"iron deficiency-responsive cis-acting element1","IDEF1","Resistance or Tolerance","Other soil stress tolerance","8","62575","66639","Os08g0101000","-","Overexpression","Fe deficiency tolerance.","10.1073/pnas.0707010104"
"OsMADS26","OsMADS26","Others","Others","8","678358","680739","Os08g0112700","-","Overexpression","Pleiotropic developmental defect.","10.1104/pp.107.114256"
"cytosolic GAPDH protein 3","OsGAPC3","Resistance or Tolerance","Salinity tolerance","8","1524413","1528194","Os08g0126300","-","Overexpression","Salinity tolerance.","10.1007/s11240-011-9950-6"
"&quot;Zn-regulated transporter, iron (Fe)-regulated transporter-like protein4&quot;","OsZIP4","Resistance or Tolerance","Other soil stress tolerance","8","6266828","6269909","Os08g0207500","-","Overexpression","Zn transport.","10.1093/jxb/erm147"
"dwarf ricewithoverexpression ofgibberellin-induced gene","OsDOG","Morphological trait","Dwarf","8","25041942","25042924","Os08g0504700","-","Overexpression","Dwarfism. Cell elongation. Regulation of gibberellin biosynthesis.","10.1016/j.jplph.2010.12.013"
"isoamylase1","OsISA1","Physiological trait","Eating quality","8","25981662","25988347","Os08g0520900","-","Overexpression","Seed starch content.","10.1104/pp.111.173435"
"Calcium-dependent protein kinase21","OsCPK21","Resistance or Tolerance","Salinity tolerance","8","27143096","27147339","Os08g0540400","-","Overexpression","Salinity tolerance. ABA sensitivity during seedling stage.","10.1007/s11103-010-9717-1"
"Calcium-dependent protein kinase21","OsCPK21","Morphological trait","Shoot seedling","8","27143096","27147339","Os08g0540400","-","Overexpression","Salinity tolerance. ABA sensitivity during seedling stage.","10.1007/s11103-010-9717-1"
"Dehydration-Responsive Element Binding transcription factor1G","OsDREB1G","Resistance or Tolerance","Drought tolerance","8","27408597","27415080","Os08g0545500","-","Overexpression","Drought tolerance.","10.1007/s10529-008-9811-5"
"-","rFCA","Physiological trait","Flowering","9","1737158","1746264","Os09g0123200","-","Overexpression","Flowering time.","10.1007/s10540-007-9047-y"
"-","rFCA","Morphological trait","Seed","9","1737158","1746264","Os09g0123200","-","Overexpression","Grain size.","10.1007/s10540-007-9047-y"
"CONSTANS-LIKE 3","OsCO3","Physiological trait","Flowering","9","3613793","3630174","Os09g0240200","-","Overexpression","Flowering time under short day condition.","10.1007/s00425-008-0742-0"
"OsWRKY76","OsWRKY76","Resistance or Tolerance","Bacterial blight resistance","9","15629908","15631440","Os09g0417600","-","Overexpression","Resistance to Xanthomonas oryzae pv. oryzae.","10.1007/s12284-010-9039-6"
"OsWRKY62","OsWRKY62","Resistance or Tolerance","Bacterial blight resistance","9","15646654","15648599","Os09g0417800","-","Overexpression","Resistance to Xanthomonas oryzae pv. oryzae.","10.1093/mp/ssn024"
"basic leucine zipper72","OsbZIP72","Resistance or Tolerance","Drought tolerance","9","17843808","17847721","Os09g0456200","-","Overexpression","Drought tolerance. ABA sensitivity.","10.1007/s00425-008-0857-3"
"ERF protein associated with tillering and panicle branching","OsEATB","Morphological trait","Culm leaf","9","17959811","17960910","Os09g0457900","-","Overexpression","Internode elongation. Panicle branching. Tillering. Salinity tolerance.","10.1104/pp.111.179945"
"ERF protein associated with tillering and panicle branching","OsEATB","Morphological trait","Dwarf","9","17959811","17960910","Os09g0457900","-","Overexpression","Internode elongation. Panicle branching. Tillering. Salinity tolerance.","10.1104/pp.111.179945"
"ERF protein associated with tillering and panicle branching","OsEATB","Morphological trait","Panicle flower","9","17959811","17960910","Os09g0457900","-","Overexpression","Internode elongation. Panicle branching. Tillering. Salinity tolerance.","10.1104/pp.111.179945"
"ERF protein associated with tillering and panicle branching","OsEATB","Resistance or Tolerance","Salinity tolerance","9","17959811","17960910","Os09g0457900","-","Overexpression","Internode elongation. Panicle branching. Tillering. Salinity tolerance.","10.1104/pp.111.179945"
"HOMEOBOX4","Oshox4","Morphological trait","Dwarf","9","18556877","18558594","Os09g0470500","-","Overexpression","Dwarfism. Regulation of gibberellin level.","10.1007/s11103-007-9270-8"
"-","OsTFX1","Resistance or Tolerance","Bacterial blight resistance","9","18776338","18777174","Os09g0474000","-","Overexpression","Resistance to Xanthomonas oryzae pv. oryzae.","10.1073/pnas.0701742104"
"-","RF2a","Resistance or Tolerance","Other disease resistance","9","20747838","20752075","Os09g0516200","-","Overexpression","Rice tungro disease resistance.","10.1073/pnas.0810303105"
"dehydration-responsive element-binding protein 1B","OsDREB1B","Resistance or Tolerance","Cold tolerance","9","21137904","21138817","Os09g0522000","-","Overexpression","&quot;Cold, drought and salinity tolerance.&quot;","10.1093/pcp/pci230"
"dehydration-responsive element-binding protein 1B","OsDREB1B","Resistance or Tolerance","Drought tolerance","9","21137904","21138817","Os09g0522000","-","Overexpression","&quot;Cold, drought and salinity tolerance.&quot;","10.1093/pcp/pci230"
"dehydration-responsive element-binding protein 1B","OsDREB1B","Resistance or Tolerance","Salinity tolerance","9","21137904","21138817","Os09g0522000","-","Overexpression","&quot;Cold, drought and salinity tolerance.&quot;","10.1093/pcp/pci230"
"dehydration-responsive element-binding protein 1A","OsDREB1A","Resistance or Tolerance","Cold tolerance","9","21146039","21146974","Os09g0522200","-","Overexpression","&quot;Cold, drought and salinity tolerance.&quot;","10.1093/pcp/pci230"
"dehydration-responsive element-binding protein 1A","OsDREB1A","Resistance or Tolerance","Drought tolerance","9","21146039","21146974","Os09g0522200","-","Overexpression","&quot;Cold, drought and salinity tolerance.&quot;","10.1093/pcp/pci230"
"dehydration-responsive element-binding protein 1A","OsDREB1A","Resistance or Tolerance","Salinity tolerance","9","21146039","21146974","Os09g0522200","-","Overexpression","&quot;Cold, drought and salinity tolerance.&quot;","10.1093/pcp/pci230"
"plasma membrane intrinsic protein 2;7","OsPIP2;7","Resistance or Tolerance","Cold tolerance","9","22141774","22143190","Os09g0541000","-","Overexpression","Cold tolerance.","10.1093/pcp/pcn166"
"small Auxin-up RNA gene 39","SAUR39","Morphological trait","Dwarf","9","22397412","22398103","Os09g0545300","-","Overexpression","Dwarfism. Leaf angle. Root growth. Regulation of auxin level and transport.","10.1104/pp.109.143875"
"small Auxin-up RNA gene 39","SAUR39","Morphological trait","Root","9","22397412","22398103","Os09g0545300","-","Overexpression","Dwarfism. Leaf angle. Root growth. Regulation of auxin level and transport.","10.1104/pp.109.143875"
"miR172a","miR172a","Morphological trait","Panicle flower","9","23713474","23713582","osa-miR172a","-","Overexpression","Floral organ formation.","10.1186/1471-2229-9-149"
"SYG1/PHO81/XPR1 domain3","OsSPX3","Resistance or Tolerance","Other soil stress tolerance","10","13446247","13448477","Os10g0392600","-","Overexpression","Pi-starvation response.","10.1111/j.1744-7909.2009.00834.x"
"inhibitors of cyclin-dependent kinase6","OsiICK6","Morphological trait","Culm leaf","10","17957058","17960414","Os10g0471700","-","Overexpression","Internode elongation. Pollen viability. Stomata size. Leaf rolling.","10.1093/aob/mcr057"
"inhibitors of cyclin-dependent kinase6","OsiICK6","Morphological trait","Dwarf","10","17957058","17960414","Os10g0471700","-","Overexpression","Internode elongation. Pollen viability. Stomata size. Leaf rolling.","10.1093/aob/mcr057"
"inhibitors of cyclin-dependent kinase6","OsiICK6","Physiological trait","Sterility","10","17957058","17960414","Os10g0471700","-","Overexpression","Fertility.","10.1093/aob/mcr057"
"OsMADS56","OsMADS56","Physiological trait","Flowering","10","21318423","21328916","Os10g0536100","-","Overexpression","Flowering time under long day condition.","10.1111/j.1365-3040.2009.02008.x"
"-","MYBS3","Resistance or Tolerance","Cold tolerance","10","22583739","22592045","Os10g0561400","-","Overexpression","Cold tolerance.","10.1104/pp.110.153015"
"methionine sulfoxide reductaseA4.1","OsMSRA4.1","Resistance or Tolerance","Salinity tolerance","10","22710059","22712351","Os10g0563600","-","Overexpression","Salinity tolerance.","10.1007/s00425-009-0934-2"
"-","Rir1b","Resistance or Tolerance","Blast resistance","10","23030488","23031807","Os10g0569400","-","Overexpression","Resistance to Magnaporthe grisea.","10.1023/A:1006423232753"
"WUSCHEL-LIKE HOMEOBOX 3","WOX3","Morphological trait","Culm leaf","11","67344","69989","Os11g0102100","-","Overexpression","Ligule and auricle formation.","10.1104/pp.107.095737"
"calcineurin B-like protein-interacting protein kinase15","OsCIPK15","Resistance or Tolerance","Salinity tolerance","11","629588","632625","Os11g0113700","-","Overexpression","Salinity tolerance.","10.1104/pp.107.101295"
"OsWRKY89","OsWRKY89","Morphological trait","Dwarf","11","781474","782488","Os11g0117400","-","Overexpression","&quot;Blast, UV and white-backed planthopper resistance. Internode elongation. Growth retardation at the early stage.&quot;","10.1007/s11103-007-9244-x"
"OsWRKY89","OsWRKY89","Resistance or Tolerance","Insect resistance","11","781474","782488","Os11g0117400","-","Overexpression","&quot;Blast, UV and white-backed planthopper resistance. Internode elongation. Growth retardation at the early stage.&quot;","10.1007/s11103-007-9244-x"
"OsWRKY89","OsWRKY89","Resistance or Tolerance","Other stress resistance","11","781474","782488","Os11g0117400","-","Overexpression","&quot;Blast, UV and white-backed planthopper resistance. Internode elongation. Growth retardation at the early stage.&quot;","10.1007/s11103-007-9244-x"
